店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
おばんざい和菜,通町,027-384-2375,飲食店,,36.324619,139.009384,town,gsi
おひつごはん 四六時中,棟高町,080-7104-8012,飲食店,イオンモール,36.385422,139.006836,town,gsi
おひつごはん 四六時中,八島町,080-7279-8179,飲食店,OPA,36.32185,139.0112,town,gsi
お昼と夜し,西島町,,飲食店,,36.342258,139.047516,town,gsi
おぼろ家,筑縄町,027-329-6271,飲食店,,36.352173,138.987961,town,gsi
おめで鯛焼き本舗 高崎並榎店,並榎町,027-365-4600,飲食店,,36.338478,138.992172,town,gsi
親方ホルモン高崎店,真町,027-386-2329,飲食店,,36.327065,139.009644,town,gsi
和蘭ししがしら,栄町,027-395-4496,飲食店,,36.320877,139.015915,town,gsi
オリオン餃子 高崎店,八島町,027-384-2098,飲食店,,36.32185,139.0112,town,gsi
お料理 しらいし,問屋町西,027-365-5868,飲食店,,36.349506,139.005585,town,gsi
俺の中華 丸源,井出町,027-386-8598,飲食店,,36.372482,138.988953,town,gsi
俺の店 高崎西口駅前店,鶴見町,027-321-7588,飲食店,,36.319473,139.010803,town,gsi
温石,下大島町,027-343-3355,飲食店,,36.352768,138.940659,town,gsi
開運食堂 だるま餃子．com,田町,027-329-5803,飲食店,,36.32732,139.006653,town,gsi
海鮮イタリアンバル ルチアーノ,通町,027-381-5930,飲食店,,36.324619,139.009384,town,gsi
海鮮市場 からっ風,八島町,027-326-3439,飲食店,,36.32185,139.0112,town,gsi
海鮮酒処 榮屋,栄町,027-315-8882,飲食店,,36.320877,139.015915,town,gsi
海鮮しゃぶしゃぶ 松もと,本町,027-329-6939,飲食店,,36.33099,139.00386,town,gsi
海鮮ダイニング美喜仁館 高崎店,貝沢町,027-364-3377,飲食店,,36.34441,139.023041,town,gsi
海鮮どんさん亭 高崎北店,飯塚町,027-363-7181,飲食店,,36.341881,139.006836,town,gsi
海鮮どんさん亭 高崎店,貝沢町,027-365-2261,飲食店,,36.34441,139.023041,town,gsi
偕楽園,矢中町,027-352-9990,飲食店,,36.310818,139.050934,town,gsi
gakubuchi,福島町,090-3281-5921,飲食店,,36.367016,139.000336,town,gsi
隠れ家 食菜 とみざわ,西島町,027-377-5451,飲食店,,36.342258,139.047516,town,gsi
囲ダイニング高崎駅前店,八島町,027-388-8368,飲食店,,36.32185,139.0112,town,gsi
Casa Familiar,緑町,027-384-8494,飲食店,,36.350552,139.002823,town,gsi
カジュアルダイニング 八兵衛,旭町,027-315-8882,飲食店,,36.325901,139.011627,town,gsi
風鳥,中大類町,027-395-0174,飲食店,,36.325359,139.058807,town,gsi
風の都,下小鳥町,027-388-9539,飲食店,,36.353416,138.996078,town,gsi
かつサンド工房PANTON,中尾町,027-370-1230,飲食店,,36.369942,139.027267,town,gsi
かつ哲 総本店,下小鳥町,027-363-4188,飲食店,,36.353416,138.996078,town,gsi
かつ哲 中居店,中居町,027-352-3464,飲食店,,36.320415,139.037994,town,gsi
がってん食堂大島屋 高崎緑町店,緑町,027-388-8998,飲食店,,36.350552,139.002823,town,gsi
がってん寿司 高崎上大類店,上大類町,027-353-9010,飲食店,,36.336403,139.033966,town,gsi
がってん寿司 高崎下小鳥店,下小鳥町,027-363-8070,飲食店,,36.353416,138.996078,town,gsi
割烹 魚とし,成田町,027-327-3227,飲食店,,36.332283,139.003983,town,gsi
割烹さわ,八島町,027-327-1738,飲食店,,36.32185,139.0112,town,gsi
かつや 高崎問屋町店,問屋町,027-384-4143,飲食店,,36.348717,139.008499,town,gsi
金井いちご園,我峰町,027-344-1077,飲食店,,36.35474,138.962433,town,gsi
カフェ カパーブル,下小鳥町,027-363-6377,飲食店,,36.353416,138.996078,town,gsi
café de musique OLIVE,井野町,027-361-0444,飲食店,,36.355373,139.02652,town,gsi
Kafe HARUNA,榛名山町,080-7350-7818,飲食店,,36.44405,138.844162,town,gsi
cafe あすなろ,鞘町,027-384-2386,飲食店,,36.325302,139.00563,town,gsi
cafe & dining gurumi,金古町,027-373-9630,飲食店,,36.412426,138.994278,town,gsi
カフェ Du Meal,中大類町,027-335-6129,飲食店,,36.325359,139.058807,town,gsi
ｃａｆｅ ＡＯＹＡＭＡ,箕郷町矢原,027-371-7677,飲食店,,36.421703,138.947021,town,gsi
cafe&guesthouse 灯り屋,椿町,027-388-1298,飲食店,,36.330818,139.007111,town,gsi
Cafe & Bar nano,浜尻町,027-381-6466,飲食店,,36.352921,139.016769,town,gsi
CAFÉ&BAR あき,八島町,027-322-2579,飲食店,,36.32185,139.0112,town,gsi
Cafe 木の実,浜川町,027-388-8074,飲食店,,36.369167,138.980423,town,gsi
cafe9%,下里見町,,飲食店,,36.359371,138.918839,town,gsi
CAFE KOSUGI,新田町,080-8924-6077,飲食店,,36.319935,139.008072,town,gsi
CAFE SIESTA,請地町,090-4718-8792,飲食店,,36.33432,139.003326,town,gsi
Café 千年木,通町,,飲食店,,36.324619,139.009384,town,gsi
cafedining citrusthyme,金古町,027-395-0816,飲食店,,36.412426,138.994278,town,gsi
CAFÉ 高崎じまん,八島町,027-386-9864,飲食店,OPA,36.32185,139.0112,town,gsi
カフェテラス エヴァ,榛名湖町,027-374-9525,飲食店,,36.468887,138.874527,town,gsi
cafe & bar ESSENCE,通町,027-324-5755,飲食店,,36.324619,139.009384,town,gsi
CAFÉ 紅うさぎ,相生町,027-386-8691,飲食店,,36.332413,139.000687,town,gsi
カフェリベロ,矢中町,027-387-0166,飲食店,,36.310818,139.050934,town,gsi
カフェ ル・テルモス,石原町,090-4948-2488,飲食店,,36.305721,138.99585,town,gsi
カフェレスト,栄町,050-5595-3725,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
亀屋食堂,金古町,027-373-0030,飲食店,,36.412426,138.994278,town,gsi
醸しや大澤,棟高町,027-373-2234,飲食店,,36.385422,139.006836,town,gsi
伽耶琴,新町,0274-42-8157,飲食店,,36.272076,139.111679,town,gsi
伽耶の家,上大類町,027-352-7155,飲食店,,36.336403,139.033966,town,gsi
からあげ焼きとり えにし 高崎東口店,栄町,027-310-8110,飲食店,,36.320877,139.015915,town,gsi
COLORS.建築芸人舎,上並榎町,027-395-0990,飲食店,,36.340405,138.986862,town,gsi
karaoke ＆ live dining JAM JUNCTION,通町,027-395-0651,飲食店,,36.324619,139.009384,town,gsi
可楽,あら町,027-325-2608,飲食店,,36.322086,139.007858,town,gsi
からさき食堂,下小塙町,027-343-0841,飲食店,,36.350662,138.972992,town,gsi
烏川カフェ,下豊岡町,027-327-7722,飲食店,,36.332787,138.985275,town,gsi
我流 与志田,あら町,027-387-0125,飲食店,,36.322086,139.007858,town,gsi
華龍飯店,八島町,027-321-0888,飲食店,モントレー,36.32185,139.0112,town,gsi
華龍飯店 高崎江木店,江木町,027-328-7922,飲食店,,36.331066,139.020416,town,gsi
curry stand baimai,本町,027-381-8323,飲食店,,36.33099,139.00386,town,gsi
カレーキッチン“るぅ～”,石原町,027-324-8867,飲食店,,36.305721,138.99585,town,gsi
カレーハウス ＣｏＣｏ壱番屋 高崎筑縄店,筑縄町,027-370-2578,飲食店,,36.352173,138.987961,town,gsi
カレーハウスCoCo壱番屋 高崎倉賀野店,倉賀野町,027-347-4481,飲食店,,36.298168,139.057709,town,gsi
カレーハウスCoCo壱番屋 高崎下之城店,下之城町,027-328-8246,飲食店,,36.308746,139.031006,town,gsi
カレー風味すずき高崎店,棟高町,027-372-8662,飲食店,,36.385422,139.006836,town,gsi
川魚料理 新さかや,岩鼻町,027-346-2246,飲食店,,36.294327,139.080795,town,gsi
かわぐち,並榎町,027-361-5454,飲食店,,36.338478,138.992172,town,gsi
韓国家庭料理楽延,江木町,027-387-0398,飲食店,,36.331066,139.020416,town,gsi
韓国キッチン ヨギヨポチャ 高崎店,八島町,027-386-6022,飲食店,,36.32185,139.0112,town,gsi
元祖からあげ本舗 マルタツ 高崎店,大沢町,,飲食店,,36.350918,139.063828,town,gsi
元祖辛麺屋 桝元,棟高町,027-310-9102,飲食店,イオンモール,36.385422,139.006836,town,gsi
神田 ポンチ軒 高崎店,栄町,027-395-4548,飲食店,,36.320877,139.015915,town,gsi
韓DELI,高関町,027-386-9009,飲食店,,36.325771,139.027115,town,gsi
観音茶屋,石原町,027-323-7700,飲食店,,36.305721,138.99585,town,gsi
観音屋,中紺屋町,027-325-2000,飲食店,,36.326836,139.005142,town,gsi
ＫIEFER’S CAFÉ,新町,070-6777-0367,飲食店,,36.272076,139.111679,town,gsi
菊一,新町,0274-42-7918,飲食店,,36.272076,139.111679,town,gsi
菊寿司,上豊岡町,027-323-9466,飲食店,,36.338272,138.966644,town,gsi
キコ,相生町,070-8425-0919,飲食店,,36.332413,139.000687,town,gsi
木曽路 高崎店,上大類町,027-310-7830,飲食店,,36.336403,139.033966,town,gsi
生そばあずま高崎店,下小鳥町,027-395-5336,飲食店,,36.353416,138.996078,town,gsi
Kissa Coffee,南大類町,027-377-3277,飲食店,,36.32637,139.042358,town,gsi
喫茶・スナック フローラ,井野町,027-362-9958,飲食店,,36.355373,139.02652,town,gsi
喫茶きのえね 宵酒とらや,旭町,027-322-5806,飲食店,,36.325901,139.011627,town,gsi
喫茶さんぽ道,柴崎町,027‐387-0450,飲食店,,36.314983,139.056091,town,gsi
キッチン 高山,倉賀野町,027-347-3471,飲食店,,36.298168,139.057709,town,gsi
キッチン とちの木,金古町,027-372-1771,飲食店,,36.412426,138.994278,town,gsi
キッチンアイアイ,江木町,070-4227-3431,飲食店,,36.331066,139.020416,town,gsi
キッチンムロオカ,剣崎町,027-368-0901,飲食店,,36.344723,138.95549,town,gsi
キッチン萌,下小鳥町,027-363-2425,飲食店,,36.353416,138.996078,town,gsi
甲子亭,榛名湖町,027-374-9231,飲食店,,36.468887,138.874527,town,gsi
甲子亭支店,榛名湖町,027-374-9708,飲食店,,36.468887,138.874527,town,gsi
喜の蔵,冷水町,027-373-0880,飲食店,,36.400803,139.007187,town,gsi
きべなん,栄町,080-1094-3481,飲食店,,36.320877,139.015915,town,gsi
木むら そば店,井野町,027-362-0968,飲食店,,36.355373,139.02652,town,gsi
キャットカフェモフ,八島町,027-381-5204,飲食店,OPA,36.32185,139.0112,town,gsi
牛角 高崎問屋町店,問屋町,027-370-8929,飲食店,,36.348717,139.008499,town,gsi
九州創作ダイニング かつおさんち,上並榎町,027-333-9596,飲食店,,36.340405,138.986862,town,gsi
牛タンとそばの店 梅の花,栄町,027-395-0505,飲食店,,36.320877,139.015915,town,gsi
ギュータンベロンチョ,貝沢町,,飲食店,,36.34441,139.023041,town,gsi
京華,聖石町,027-326-6823,飲食店,,36.317616,139.000122,town,gsi
餃子の王将 国道17号倉賀野店,倉賀野町,027-395-0899,飲食店,,36.298168,139.057709,town,gsi
餃子の王将 高崎中泉店,中泉町,027-384-2889,飲食店,,36.373325,139.000565,town,gsi
ぎょうざの満洲 イーサイト高崎店,八島町,027-381-5865,飲食店,イーサイト,36.32185,139.0112,town,gsi
京都銀ゆば 高崎駅前店,八島町,027-310-6681,飲食店,,36.32185,139.0112,town,gsi
肴菜家 徳坊,筑縄町,027-364-0478,飲食店,,36.352173,138.987961,town,gsi
麒麟ビヤホール,砂賀町,027-328-5903,飲食店,,36.32312,139.008682,town,gsi
銀坐,八島町,027-324-2603,飲食店,,36.32185,139.0112,town,gsi
ぎんざや,石原町,027-322-4704,飲食店,,36.305721,138.99585,town,gsi
きんとうん,菅谷町,027-333-1614,飲食店,,36.378056,139.015472,town,gsi
金家串焼,上豊岡町,027-393-6787,飲食店,,36.338272,138.966644,town,gsi
喰い処 獅子亭,矢中町,027-352-1234,飲食店,,36.310818,139.050934,town,gsi
草木万里野 高崎大類店,南大類町,027-381-8155,飲食店,,36.32637,139.042358,town,gsi
草木万里野 高崎店,上小塙町,027-343-0705,飲食店,,36.355717,138.977493,town,gsi
串揚げや 〇△□,田町,090-1604-1235,飲食店,,36.32732,139.006653,town,gsi
串カツ田中 高崎駅西口店,八島町,027-386-9001,飲食店,,36.32185,139.0112,town,gsi
串焼 鳳,砂賀町,027-329-5955,飲食店,,36.32312,139.008682,town,gsi
串焼 タイブレーク,飯玉町,027-381-8387,飲食店,,36.339039,139.0159,town,gsi
串家物語,棟高町,027-381-6612,飲食店,イオンモール,36.385422,139.006836,town,gsi
くちなし亭,上里見町,027-374-3456,飲食店,,36.378292,138.858521,town,gsi
Good Will Coffee,新田町,090-3045-9650,飲食店,,36.319935,139.008072,town,gsi
くまくま KITCHEN,下小塙町,,飲食店,,36.350662,138.972992,town,gsi
グラシエ・バル TAKASAKI,東町,090-3807-0157,飲食店,,36.325928,139.015869,town,gsi
暮らす和食 のぼる,通町,027-388-0288,飲食店,,36.324619,139.009384,town,gsi
Craft beer bar BOCCA,通町,027-386-5260,飲食店,,36.324619,139.009384,town,gsi
Greenpoint by Bedford Café,西島町,027-329-6110,飲食店,,36.342258,139.047516,town,gsi
グリルねんりん,飯塚町,027-361-7971,飲食店,,36.341881,139.006836,town,gsi
くれ～ぷ工房 ClinClin,片岡町,027-368-2119,飲食店,,36.320522,138.996811,town,gsi
crepe mimosa,上里見町,,飲食店,,36.378292,138.858521,town,gsi
黒吉,連雀町,,飲食店,,36.324718,139.007156,town,gsi
GLORIOUS,飯塚町,027-384-3279,飲食店,,36.341881,139.006836,town,gsi
群馬のお肉もぎたて完熟屋,本町,027-325-7525,飲食店,,36.33099,139.00386,town,gsi
ぐんまハーブ 宮元町店,宮元町,027-315-8422,飲食店,,36.322605,139.005295,town,gsi
ぐんまハーブ 八千代町店,八千代町,027-333-9446,飲食店,,36.32378,138.993332,town,gsi
群馬を握る、まぐろ問屋いちもん 高崎新保店,新保田中町,027-370-6633,飲食店,,36.360764,139.040726,town,gsi
慶州苑,寄合町,027-326-9944,飲食店,,36.327801,139.005157,town,gsi
景勝軒 高崎総本店,飯塚町,027-329-6706,飲食店,,36.341881,139.006836,town,gsi
ケインズ,石原町,027-326-4162,飲食店,,36.305721,138.99585,town,gsi
KETTLE,上並榎町,090-3498-5074,飲食店,,36.340405,138.986862,town,gsi
けのひ,末広町,027-335-6806,飲食店,,36.33466,139.008286,town,gsi
KEBAB café NOOR'S,通町,070-3134-2525,飲食店,,36.324619,139.009384,town,gsi
源氏家族 大京上小塙店,上小塙町,027-344-2088,飲食店,,36.355717,138.977493,town,gsi
ゲンセンソザイ商店イスウ poulet isuu,飯塚町,027-362-5339,飲食店,,36.341881,139.006836,town,gsi
KFC,棟高町,027-310-9177,飲食店,イオンモール,36.385422,139.006836,town,gsi
ケンタッキーフライドチキン 高崎ＯＰＡ店,八島町,027-310-1603,飲食店,,36.32185,139.0112,town,gsi
ケンタッキーフライドチキン 倉賀野バイパス店,下之城町,027-320-1670,飲食店,,36.308746,139.031006,town,gsi
ケンタッキーフライドチキン 高崎小鳥店,下小鳥町,027-360-3286,飲食店,,36.353416,138.996078,town,gsi
ケンタッキーフライドチキン 高前バイパス店,中尾町,027-290-1727,飲食店,,36.369942,139.027267,town,gsi
孝 鮨,高関町,027-324-0769,飲食店,,36.325771,139.027115,town,gsi
郷華,吉井町本郷,027-387-9778,飲食店,,36.259941,138.972168,town,gsi
香ノ酉,江木町,027-381-8850,飲食店,,36.331066,139.020416,town,gsi
珈焙屋 くぞう町,九蔵町,027-327-0796,飲食店,,36.330132,139.007263,town,gsi
幸盛,寄合町,027-325-4508,飲食店,,36.327801,139.005157,town,gsi
coffee Beans,八千代町,027-321-5616,飲食店,,36.32378,138.993332,town,gsi
コーヒー＆バル ふふるポレポレ,下豊岡町,,飲食店,,36.332787,138.985275,town,gsi
珈琲館高崎小鳥町店,下小鳥町,027-363-5351,飲食店,,36.353416,138.996078,town,gsi
コーヒーコーナー アトリエ,高松町,027-321-3773,飲食店,,36.323921,139.001572,town,gsi
珈琲所コメダ珈琲店,棟高町,027-373-0817,飲食店,イオンモール,36.385422,139.006836,town,gsi
コーヒーハウス ペンション,吉井町池,027-387-4054,飲食店,,36.268402,138.993073,town,gsi
珈琲房 豆や,江木町,027-325-0507,飲食店,,36.331066,139.020416,town,gsi
珈琲ぽぷら,下大島町,027-329-8198,飲食店,,36.352768,138.940659,town,gsi
珈琲浪漫,双葉町,027-321-8277,飲食店,,36.313889,139.020203,town,gsi
極濃湯麺フタツメ 貝沢店,貝沢町,027-363-8688,飲食店,,36.34441,139.023041,town,gsi
極濃湯麺フタツメ 八千代店,八千代町,027-324-8588,飲食店,,36.32378,138.993332,town,gsi
COCO CAFU Caf'e,旭町,090-4520-2370,飲食店,,36.325901,139.011627,town,gsi
ココス高崎店,請地町,027-320-1533,飲食店,,36.33432,139.003326,town,gsi
ココス高崎中居店,中居町,027-360-5622,飲食店,,36.320415,139.037994,town,gsi
五十番,石原町,027-323-9842,飲食店,,36.305721,138.99585,town,gsi
こちら、学校前食堂,山名町,027-388-8780,飲食店,,36.279461,139.029343,town,gsi
壽,中紺屋町,027-323-8545,飲食店,,36.326836,139.005142,town,gsi
寿ダイニング 花火,連雀町,027-315-8882,飲食店,,36.324718,139.007156,town,gsi
珈琲哲學 緑町店,緑町,027-370-6300,飲食店,,36.350552,139.002823,town,gsi
小松屋,榛名山町,027-374-9115,飲食店,,36.44405,138.844162,town,gsi
コミュニティカフェ 近隣大家族 棟高,棟高町,027-350-3191,飲食店,,36.385422,139.006836,town,gsi
コメダ珈琲店 高崎飯塚店,飯塚町,027-388-9280,飲食店,,36.341881,139.006836,town,gsi
コラボ,栄町,027-393-6809,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
Korean Kitchen Shijan,棟高町,027-310-9066,飲食店,イオンモール,36.385422,139.006836,town,gsi
小料理 百合,新町,0274-42-4707,飲食店,,36.272076,139.111679,town,gsi
小料理 こゆき,飯塚町,027-386-2259,飲食店,,36.341881,139.006836,town,gsi
小料理 芳乃,上大類町,027-361-1161,飲食店,,36.336403,139.033966,town,gsi
コロラド 高崎大沢町店,大沢町,027-353-1026,飲食店,,36.350918,139.063828,town,gsi
THE REDLION,通町,027-325-1405,飲食店,,36.324619,139.009384,town,gsi
サイゼリヤ LABI高崎店,栄町,027-330-1501,飲食店,ヤマダデンキ LABI1,36.320877,139.015915,town,gsi
賽福香,下中居町,080-3918-6788,飲食店,,36.311886,139.038788,town,gsi
栄亭 ちょう家,綿貫町,027-381-6057,飲食店,,36.307713,139.076248,town,gsi
肴屋 佐平次,八島町,027-315-8882,飲食店,,36.32185,139.0112,town,gsi
