店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
恵夢,江木町,027-325-5809,飲食店,,36.334347,139.021469,approx,geocoding.jp
M'z café,栄町,027-325-1378,飲食店,,36.320093,139.015546,approx,geocoding.jp
M'z current,あら町,027-324-0088,飲食店,,36.322031,139.007331,approx,geocoding.jp
エルフリオ大手前,宮元町,027-321-4785,飲食店,,36.32445,139.005297,approx,geocoding.jp
エルモア,若松町,027-325-4230,飲食店,,36.318645,139.00681,approx,geocoding.jp
圓松庵,吉井町池,027-387-4941,飲食店,,36.261061,138.98987,approx,geocoding.jp
Au Lpin ajile,下和田町,050-8882-7101,飲食店,,36.314559,139.013451,approx,geocoding.jp
オイスターハウス,通町,027-386-6603,飲食店,,36.323857,139.009675,approx,geocoding.jp
おいでやす,柳川町,027-324-2211,飲食店,,36.329411,139.003496,approx,geocoding.jp
欧風食宅メゾン・ド・ジルコ,通町,027-329-6444,飲食店,,36.324558,139.008852,approx,geocoding.jp
欧風食堂 HIGH FIVE！,塚田町,027-373-7337,飲食店,,36.389247,139.020149,approx,geocoding.jp
おおぎやラーメン 群馬町店,三ツ寺町,027-373-0463,飲食店,,36.379625,139.000335,approx,geocoding.jp
おおぎやラーメン 高崎倉賀野店,倉賀野町,027-347-4383,飲食店,,36.297651,139.065757,approx,geocoding.jp
おおぎやラーメン 高崎問屋町店,問屋町,027-388-9800,飲食店,,36.350558,139.011306,approx,geocoding.jp
おおぎやラーメン 高崎石原店,石原町,027-328-8877,飲食店,,36.309108,139.000912,approx,geocoding.jp
おおぎやラーメン 高崎上豊岡店,上豊岡町,027-324-4919,飲食店,,36.333572,138.964839,approx,geocoding.jp
大阪串かつ みなみ レンガ通り店,連雀町,027-321-3080,飲食店,,36.324249,139.008566,approx,geocoding.jp
大戸屋ごはん処,棟高町,027-381-8950,飲食店,イオンモール,36.390432,139.006802,approx,geocoding.jp
岡文吾商店,上小塙町,027-344-0211,飲食店,,36.355228,138.982113,approx,geocoding.jp
お国自慢地酒酒場 肴いろいろ篠塚三郎,柳川町,027-322-3481,飲食店,,36.327506,139.004426,approx,geocoding.jp
お好み焼き かねき,新町,0274-42-0736,飲食店,,36.276973,139.107747,approx,geocoding.jp
お好み焼き えんや,東町,027-325-9766,飲食店,,36.324196,139.016225,approx,geocoding.jp
お好み焼き おてもやん,あら町,027-327-0525,飲食店,,36.323705,139.007875,approx,geocoding.jp
お好み焼き ふーま,上並榎町,027-329-5906,飲食店,,36.343093,138.987555,approx,geocoding.jp
お好み焼き むぎわら,飯玉町,027-381-6539,飲食店,,36.338894,139.014233,approx,geocoding.jp
お酒とごはん久呂,鍛治町,027-388-1177,飲食店,,36.321314,139.006153,approx,geocoding.jp
お食事喫茶 ストー,南大類町,027-325-4545,飲食店,,36.327448,139.032284,approx,geocoding.jp
御食事 三千代,箕郷町生原,027-371-5058,飲食店,,36.398203,138.971661,approx,geocoding.jp
Osteria Sole e Luna,片岡町,027-341-6907,飲食店,,36.317951,138.994778,approx,geocoding.jp
おだし日和かば。,上大類町,,飲食店,,36.337137,139.033784,approx,geocoding.jp
おばんざい和菜,通町,027-384-2375,飲食店,,36.324383,139.010053,approx,geocoding.jp
おひつごはん 四六時中,棟高町,080-7104-8012,飲食店,イオンモール,36.35685,139.009132,exact,geocoding.jp
おひつごはん 四六時中,八島町,080-7279-8179,飲食店,OPA,36.323161,139.011267,approx,geocoding.jp
お昼と夜し,西島町,,飲食店,,36.341296,139.049261,approx,geocoding.jp
おぼろ家,筑縄町,027-329-6271,飲食店,,36.351297,138.985752,approx,geocoding.jp
おめで鯛焼き本舗 高崎並榎店,並榎町,027-365-4600,飲食店,,36.34376,138.994795,approx,geocoding.jp
親方ホルモン高崎店,真町,027-386-2329,飲食店,,36.326092,139.009599,approx,geocoding.jp
和蘭ししがしら,栄町,027-395-4496,飲食店,,36.321288,139.015934,approx,geocoding.jp
オリオン餃子 高崎店,八島町,027-384-2098,飲食店,,36.322573,139.009778,approx,geocoding.jp
お料理 しらいし,問屋町西,027-365-5868,飲食店,,36.350205,139.006565,approx,geocoding.jp
俺の中華 丸源,井出町,027-386-8598,飲食店,,36.372976,138.987286,approx,geocoding.jp
俺の店 高崎西口駅前店,鶴見町,027-321-7588,飲食店,,36.320474,139.011267,approx,geocoding.jp
温石,下大島町,027-343-3355,飲食店,,36.351078,138.939491,approx,geocoding.jp
開運食堂 だるま餃子．com,田町,027-329-5803,飲食店,,36.328739,139.006814,approx,geocoding.jp
海鮮イタリアンバル ルチアーノ,通町,027-381-5930,飲食店,,36.323851,139.009662,approx,geocoding.jp
海鮮市場 からっ風,八島町,027-326-3439,飲食店,,36.322488,139.009394,approx,geocoding.jp
海鮮酒処 榮屋,栄町,027-315-8882,飲食店,,36.323302,139.01535,approx,geocoding.jp
海鮮しゃぶしゃぶ 松もと,本町,027-329-6939,飲食店,,36.330351,139.003695,approx,geocoding.jp
海鮮ダイニング美喜仁館 高崎店,貝沢町,027-364-3377,飲食店,,36.340416,139.025618,approx,geocoding.jp
海鮮どんさん亭 高崎北店,飯塚町,027-363-7181,飲食店,,36.341018,139.00055,approx,geocoding.jp
海鮮どんさん亭 高崎店,貝沢町,027-365-2261,飲食店,,36.34297,139.012073,approx,geocoding.jp
偕楽園,矢中町,027-352-9990,飲食店,,36.315131,139.04711,approx,geocoding.jp
gakubuchi,福島町,090-3281-5921,飲食店,,36.367549,139.001354,approx,geocoding.jp
隠れ家 食菜 とみざわ,西島町,027-377-5451,飲食店,,36.34025,139.049737,approx,geocoding.jp
囲ダイニング高崎駅前店,八島町,027-388-8368,飲食店,,36.322687,139.010957,approx,geocoding.jp
Casa Familiar,緑町,027-384-8494,飲食店,,36.349831,139.002272,approx,geocoding.jp
カジュアルダイニング 八兵衛,旭町,027-315-8882,飲食店,,36.325867,139.010791,approx,geocoding.jp
風鳥,中大類町,027-395-0174,飲食店,,36.323538,139.059119,approx,geocoding.jp
風の都,下小鳥町,027-388-9539,飲食店,,36.354259,139.000298,approx,geocoding.jp
かつサンド工房PANTON,中尾町,027-370-1230,飲食店,,36.361906,139.022797,approx,geocoding.jp
かつ哲 総本店,下小鳥町,027-363-4188,飲食店,,36.354129,138.993367,approx,geocoding.jp
かつ哲 中居店,中居町,027-352-3464,飲食店,,36.32142,139.037901,approx,geocoding.jp
がってん食堂大島屋 高崎緑町店,緑町,027-388-8998,飲食店,,36.352443,139.011517,approx,geocoding.jp
がってん寿司 高崎上大類店,上大類町,027-353-9010,飲食店,,36.333923,139.028148,approx,geocoding.jp
がってん寿司 高崎下小鳥店,下小鳥町,027-363-8070,飲食店,,36.353626,138.999251,approx,geocoding.jp
割烹 魚とし,成田町,027-327-3227,飲食店,,36.33204,139.003422,approx,geocoding.jp
割烹さわ,八島町,027-327-1738,飲食店,,36.322593,139.009213,approx,geocoding.jp
かつや 高崎問屋町店,問屋町,027-384-4143,飲食店,,36.350492,139.009731,approx,geocoding.jp
金井いちご園,我峰町,027-344-1077,飲食店,,36.354771,138.961109,approx,geocoding.jp
カフェ カパーブル,下小鳥町,027-363-6377,飲食店,,36.347846,138.99247,approx,geocoding.jp
café de musique OLIVE,井野町,027-361-0444,飲食店,,36.357365,139.022451,approx,geocoding.jp
Kafe HARUNA,榛名山町,080-7350-7818,飲食店,,36.45379,138.848544,approx,geocoding.jp
cafe あすなろ,鞘町,027-384-2386,飲食店,,36.324861,139.005871,approx,geocoding.jp
cafe & dining gurumi,金古町,027-373-9630,飲食店,,36.414466,139.001906,approx,geocoding.jp
カフェ Du Meal,中大類町,027-335-6129,飲食店,,36.324291,139.059711,approx,geocoding.jp
ｃａｆｅ ＡＯＹＡＭＡ,箕郷町矢原,027-371-7677,飲食店,,36.418933,138.953841,approx,geocoding.jp
cafe&guesthouse 灯り屋,椿町,027-388-1298,飲食店,,36.33062,139.00725,approx,geocoding.jp
Cafe & Bar nano,浜尻町,027-381-6466,飲食店,,36.352921,139.016769,town,gsi
CAFÉ&BAR あき,八島町,027-322-2579,飲食店,,36.32185,139.0112,town,gsi
Cafe 木の実,浜川町,027-388-8074,飲食店,,36.373684,138.972354,approx,geocoding.jp
cafe9%,下里見町,,飲食店,,36.361049,138.917233,approx,geocoding.jp
CAFE KOSUGI,新田町,080-8924-6077,飲食店,,36.320177,139.008447,approx,geocoding.jp
CAFE SIESTA,請地町,090-4718-8792,飲食店,,36.334312,139.004225,approx,geocoding.jp
Café 千年木,通町,,飲食店,,36.32476,139.009317,approx,geocoding.jp
cafedining citrusthyme,金古町,027-395-0816,飲食店,,36.409658,138.992345,approx,geocoding.jp
CAFÉ 高崎じまん,八島町,027-386-9864,飲食店,OPA,36.323161,139.011267,approx,geocoding.jp
カフェテラス エヴァ,榛名湖町,027-374-9525,飲食店,,36.470905,138.860942,approx,geocoding.jp
cafe & bar ESSENCE,通町,027-324-5755,飲食店,,36.324619,139.009384,town,gsi
CAFÉ 紅うさぎ,相生町,027-386-8691,飲食店,,36.331682,139.001131,approx,geocoding.jp
カフェリベロ,矢中町,027-387-0166,飲食店,,36.317032,139.047097,approx,geocoding.jp
カフェ ル・テルモス,石原町,090-4948-2488,飲食店,,36.306781,138.989448,approx,geocoding.jp
カフェレスト,栄町,050-5595-3725,飲食店,ヤマダデンキ LABI1,36.32283,139.013699,approx,geocoding.jp
亀屋食堂,金古町,027-373-0030,飲食店,,36.406682,139.002534,approx,geocoding.jp
醸しや大澤,棟高町,027-373-2234,飲食店,,36.392211,139.00458,approx,geocoding.jp
伽耶琴,新町,0274-42-8157,飲食店,,36.266141,139.108407,approx,geocoding.jp
伽耶の家,上大類町,027-352-7155,飲食店,,36.334553,139.030248,approx,geocoding.jp
からあげ焼きとり えにし 高崎東口店,栄町,027-310-8110,飲食店,,36.321559,139.014768,approx,geocoding.jp
COLORS.建築芸人舎,上並榎町,027-395-0990,飲食店,,36.342063,138.99096,approx,geocoding.jp
karaoke ＆ live dining JAM JUNCTION,通町,027-395-0651,飲食店,,36.324619,139.009384,town,gsi
可楽,あら町,027-325-2608,飲食店,,36.320401,139.007613,approx,geocoding.jp
からさき食堂,下小塙町,027-343-0841,飲食店,,36.350102,138.971341,approx,geocoding.jp
烏川カフェ,下豊岡町,027-327-7722,飲食店,,36.328268,138.991674,approx,geocoding.jp
我流 与志田,あら町,027-387-0125,飲食店,,36.321185,139.007227,approx,geocoding.jp
華龍飯店,八島町,027-321-0888,飲食店,モントレー,36.326035,139.013107,approx,geocoding.jp
華龍飯店 高崎江木店,江木町,027-328-7922,飲食店,,36.32969,139.014379,approx,geocoding.jp
curry stand baimai,本町,027-381-8323,飲食店,,36.330532,139.006076,approx,geocoding.jp
カレーキッチン“るぅ～”,石原町,027-324-8867,飲食店,,36.308157,139.005967,approx,geocoding.jp
カレーハウス ＣｏＣｏ壱番屋 高崎筑縄店,筑縄町,027-370-2578,飲食店,,36.354559,138.991782,approx,geocoding.jp
カレーハウスCoCo壱番屋 高崎倉賀野店,倉賀野町,027-347-4481,飲食店,,36.302689,139.054343,approx,geocoding.jp
カレーハウスCoCo壱番屋 高崎下之城店,下之城町,027-328-8246,飲食店,,36.311578,139.028501,approx,geocoding.jp
カレー風味すずき高崎店,棟高町,027-372-8662,飲食店,,36.393392,138.998239,approx,geocoding.jp
川魚料理 新さかや,岩鼻町,027-346-2246,飲食店,,36.293449,139.076019,approx,geocoding.jp
かわぐち,並榎町,027-361-5454,飲食店,,36.34047,138.995631,approx,geocoding.jp
韓国家庭料理楽延,江木町,027-387-0398,飲食店,,36.329528,139.014402,approx,geocoding.jp
韓国キッチン ヨギヨポチャ 高崎店,八島町,027-386-6022,飲食店,,36.322695,139.010743,approx,geocoding.jp
元祖からあげ本舗 マルタツ 高崎店,大沢町,,飲食店,,36.354543,139.06258,approx,geocoding.jp
元祖辛麺屋 桝元,棟高町,027-310-9102,飲食店,イオンモール,36.390721,139.006766,approx,geocoding.jp
神田 ポンチ軒 高崎店,栄町,027-395-4548,飲食店,,36.321316,139.016185,approx,geocoding.jp
韓DELI,高関町,027-386-9009,飲食店,,36.328077,139.029521,approx,geocoding.jp
観音茶屋,石原町,027-323-7700,飲食店,,36.311468,138.9815,approx,geocoding.jp
観音屋,中紺屋町,027-325-2000,飲食店,,36.32695,139.005231,approx,geocoding.jp
ＫIEFER’S CAFÉ,新町,070-6777-0367,飲食店,,36.274662,139.106695,approx,geocoding.jp
菊一,新町,0274-42-7918,飲食店,,36.275989,139.113957,approx,geocoding.jp
菊寿司,上豊岡町,027-323-9466,飲食店,,36.334558,138.964728,approx,geocoding.jp
キコ,相生町,070-8425-0919,飲食店,,36.331831,139.001088,approx,geocoding.jp
木曽路 高崎店,上大類町,027-310-7830,飲食店,,36.335985,139.02756,approx,geocoding.jp
生そばあずま高崎店,下小鳥町,027-395-5336,飲食店,,36.353584,138.993746,approx,geocoding.jp
Kissa Coffee,南大類町,027-377-3277,飲食店,,36.325384,139.038159,approx,geocoding.jp
喫茶・スナック フローラ,井野町,027-362-9958,飲食店,,36.350838,139.024119,approx,geocoding.jp
喫茶きのえね 宵酒とらや,旭町,027-322-5806,飲食店,,36.32441,139.010445,approx,geocoding.jp
喫茶さんぽ道,柴崎町,027‐387-0450,飲食店,,36.31028,139.058841,approx,geocoding.jp
キッチン 高山,倉賀野町,027-347-3471,飲食店,,36.296425,139.035335,approx,geocoding.jp
キッチン とちの木,金古町,027-372-1771,飲食店,,36.405317,138.990822,approx,geocoding.jp
キッチンアイアイ,江木町,070-4227-3431,飲食店,,36.331483,139.026492,approx,geocoding.jp
キッチンムロオカ,剣崎町,027-368-0901,飲食店,,36.344492,138.985232,approx,geocoding.jp
キッチン萌,下小鳥町,027-363-2425,飲食店,,36.352009,138.991135,approx,geocoding.jp
甲子亭,榛名湖町,027-374-9231,飲食店,,36.469352,138.86487,approx,geocoding.jp
甲子亭支店,榛名湖町,027-374-9708,飲食店,,36.469591,138.864606,approx,geocoding.jp
喜の蔵,冷水町,027-373-0880,飲食店,,36.399384,139.008676,approx,geocoding.jp
きべなん,栄町,080-1094-3481,飲食店,,36.317853,139.015752,approx,geocoding.jp
木むら そば店,井野町,027-362-0968,飲食店,,36.356082,139.027884,approx,geocoding.jp
キャットカフェモフ,八島町,027-381-5204,飲食店,OPA,36.323161,139.011267,approx,geocoding.jp
牛角 高崎問屋町店,問屋町,027-370-8929,飲食店,,36.34779,139.009894,approx,geocoding.jp
九州創作ダイニング かつおさんち,上並榎町,027-333-9596,飲食店,,36.343246,138.989381,approx,geocoding.jp
牛タンとそばの店 梅の花,栄町,027-395-0505,飲食店,,36.321699,139.015596,approx,geocoding.jp
ギュータンベロンチョ,貝沢町,,飲食店,,36.34486,139.019486,approx,geocoding.jp
京華,聖石町,027-326-6823,飲食店,,36.316263,139.000563,approx,geocoding.jp
餃子の王将 国道17号倉賀野店,倉賀野町,027-395-0899,飲食店,,36.296465,139.067942,approx,geocoding.jp
餃子の王将 高崎中泉店,中泉町,027-384-2889,飲食店,,36.368989,139.001078,approx,geocoding.jp
ぎょうざの満洲 イーサイト高崎店,八島町,027-381-5865,飲食店,イーサイト,36.322244,139.0132,approx,geocoding.jp
京都銀ゆば 高崎駅前店,八島町,027-310-6681,飲食店,,36.321428,139.011968,approx,geocoding.jp
肴菜家 徳坊,筑縄町,027-364-0478,飲食店,,36.349141,138.988428,approx,geocoding.jp
麒麟ビヤホール,砂賀町,027-328-5903,飲食店,,36.322937,139.008908,approx,geocoding.jp
銀坐,八島町,027-324-2603,飲食店,,36.32811,139.005339,approx,geocoding.jp
ぎんざや,石原町,027-322-4704,飲食店,,36.311532,138.985622,approx,geocoding.jp
きんとうん,菅谷町,027-333-1614,飲食店,,36.372697,139.011356,approx,geocoding.jp
金家串焼,上豊岡町,027-393-6787,飲食店,,36.340133,138.975835,approx,geocoding.jp
喰い処 獅子亭,矢中町,027-352-1234,飲食店,,36.31315,139.054556,approx,geocoding.jp
草木万里野 高崎大類店,南大類町,027-381-8155,飲食店,,36.324462,139.038014,approx,geocoding.jp
草木万里野 高崎店,上小塙町,027-343-0705,飲食店,,36.355803,138.982789,approx,geocoding.jp
串揚げや 〇△□,田町,090-1604-1235,飲食店,,36.327796,139.006394,approx,geocoding.jp
串カツ田中 高崎駅西口店,八島町,027-386-9001,飲食店,,36.323544,139.01147,approx,geocoding.jp
串焼 鳳,砂賀町,027-329-5955,飲食店,,36.323206,139.00884,approx,geocoding.jp
串焼 タイブレーク,飯玉町,027-381-8387,飲食店,,36.337292,139.013189,approx,geocoding.jp
串家物語,棟高町,027-381-6612,飲食店,イオンモール,36.391166,139.007034,approx,geocoding.jp
くちなし亭,上里見町,027-374-3456,飲食店,,36.373605,138.897978,approx,geocoding.jp
Good Will Coffee,新田町,090-3045-9650,飲食店,,36.320031,139.00729,approx,geocoding.jp
くまくま KITCHEN,下小塙町,,飲食店,,36.377261,139.032528,approx,geocoding.jp
グラシエ・バル TAKASAKI,東町,090-3807-0157,飲食店,,36.32668,139.014257,approx,geocoding.jp
暮らす和食 のぼる,通町,027-388-0288,飲食店,,36.325853,139.008982,approx,geocoding.jp
Craft beer bar BOCCA,通町,027-386-5260,飲食店,,36.324619,139.009384,town,gsi
Greenpoint by Bedford Café,西島町,027-329-6110,飲食店,,36.340994,139.045454,approx,geocoding.jp
グリルねんりん,飯塚町,027-361-7971,飲食店,,36.341569,139.005904,approx,geocoding.jp
くれ～ぷ工房 ClinClin,片岡町,027-368-2119,飲食店,,36.319058,138.994297,approx,geocoding.jp
crepe mimosa,上里見町,,飲食店,,36.351827,138.96628,approx,geocoding.jp
黒吉,連雀町,,飲食店,,36.325312,139.00693,approx,geocoding.jp
